id,title,categories,abstract,doi,created,updated,authors
1301.5007,ergodicity and scaling limit of a constrained multivariate hawkes   process,stat.ap q-fin.cp q-fin.tr,"we introduce a multivariate hawkes process with constraints on its conditional density. it is a multivariate point process with conditional intensity similar to that of a multivariate hawkes process but certain events are forbidden with respect to boundary conditions on a multidimensional constraint variable, whose evolution is driven by the point process. we study this process in the special case where the fertility function is exponential so that the process is entirely described by an underlying markov chain, which includes the constraint variable. some conditions on the parameters are established to ensure the ergodicity of the chain. moreover, scaling limits are derived for the integrated point process. this study is primarily motivated by the stochastic modelling of a limit order book for high frequency financial data analysis.",,2013-01-18,2014-02-13,"['ban zheng', 'françois roueff', 'frédéric abergel']"
1302.0893,probabilistic quantitative precipitation forecasting using ensemble   model output statistics,stat.ap physics.ao-ph,"statistical post-processing of dynamical forecast ensembles is an essential component of weather forecasting. in this article, we present a post-processing method that generates full predictive probability distributions for precipitation accumulations based on ensemble model output statistics (emos). we model precipitation amounts by a generalized extreme value distribution that is left-censored at zero. this distribution permits modelling precipitation on the original scale without prior transformation of the data. a closed form expression for its continuous rank probability score can be derived and permits computationally efficient model fitting. we discuss an extension of our approach that incorporates further statistics characterizing the spatial variability of precipitation amounts in the vicinity of the location of interest. the proposed emos method is applied to daily 18-h forecasts of 6-h accumulated precipitation over germany in 2011 using the cosmo-de ensemble prediction system operated by the german meteorological service. it yields calibrated and sharp predictive distributions and compares favourably with extended logistic regression and bayesian model averaging which are state of the art approaches for precipitation post-processing. the incorporation of neighbourhood information further improves predictive performance and turns out to be a useful strategy to account for displacement errors of the dynamical forecasts in a probabilistic forecasting framework.",10.1002/qj.2183,2013-02-04,,['michael scheuerer']
1302.1571,score and information for recursive exponential models with incomplete   data,stat.me cs.ai,"recursive graphical models usually underlie the statistical modelling concerning probabilistic expert systems based on bayesian networks. this paper defines a version of these models, denoted as recursive exponential models, which have evolved by the desire to impose sophisticated domain knowledge onto local fragments of a model. besides the structural knowledge, as specified by a given model, the statistical modelling may also include expert opinion about the values of parameters in the model. it is shown how to translate imprecise expert knowledge into approximately conjugate prior distributions. based on possibly incomplete data, the score and the observed information are derived for these models. this accounts for both the traditional score and observed information, derived as derivatives of the log-likelihood, and the posterior score and observed information, derived as derivatives of the log-posterior distribution. throughout the paper the specialization into recursive graphical models is accounted for by a simple example.",,2013-02-06,,['bo thiesson']
1302.2373,parsimonious skew mixture models for model-based clustering and   classification,stat.me,"in recent work, robust mixture modelling approaches using skewed distributions have been explored to accommodate asymmetric data. we introduce parsimony by developing skew-t and skew-normal analogues of the popular gpcm family that employ an eigenvalue decomposition of a positive-semidefinite matrix. the methods developed in this paper are compared to existing models in both an unsupervised and semi-supervised classification framework. parameter estimation is carried out using the expectation-maximization algorithm and models are selected using the bayesian information criterion. the efficacy of these extensions is illustrated on simulated and benchmark clustering data sets.",10.1016/j.csda.2013.07.008,2013-02-10,,"['irene vrbik', 'paul d. mcnicholas']"
1302.4245,gaussian process kernels for pattern discovery and extrapolation,stat.ml cs.ai stat.me,"gaussian processes are rich distributions over functions, which provide a bayesian nonparametric approach to smoothing and interpolation. we introduce simple closed form kernels that can be used with gaussian processes to discover patterns and enable extrapolation. these kernels are derived by modelling a spectral density -- the fourier transform of a kernel -- with a gaussian mixture. the proposed kernels support a broad class of stationary covariances, but gaussian process inference remains simple and analytic. we demonstrate the proposed kernels by discovering patterns and performing long range extrapolation on synthetic examples, as well as atmospheric co2 trends and airline passenger data. we also show that we can reconstruct standard covariances within our framework.",,2013-02-18,2013-12-31,"['andrew gordon wilson', 'ryan prescott adams']"
1302.4404,analysis of forensic dna mixtures with artefacts,stat.me stat.ap,"dna is now routinely used in criminal investigations and court cases, although dna samples taken at crime scenes are of varying quality and therefore present challenging problems for their interpretation. we present a statistical model for the quantitative peak information obtained from an electropherogram (epg) of a forensic dna sample and illustrate its potential use for the analysis of criminal cases. in contrast to most previously used methods, we directly model the peak height information and incorporates important artefacts associated with the production of the epg. our model has a number of unknown parameters, and we show that these can be estimated by the method of maximum likelihood in the presence of multiple unknown contributors, and their approximate standard errors calculated; the computations exploit a bayesian network representation of the model. a case example from a uk trial, as reported in the literature, is used to illustrate the efficacy and use of the model, both in finding likelihood ratios to quantify the strength of evidence, and in the deconvolution of mixtures for the purpose of finding likely profiles of one or more unknown contributors to a dna sample. our model is readily extended to simultaneous analysis of more than one mixture as illustrated in a case example. we show that combination of evidence from several samples may give an evidential strength close to that of a single source trace and thus modelling of peak height information provides for a potentially very efficient mixture analysis.",,2013-02-18,2013-12-10,"['r. g. cowell', 't. graversen', 's. lauritzen', 'j. mortera']"
1302.5714,bayes linear variance structure learning for inspection of large scale   physical systems,stat.me,"modelling of inspection data for large scale physical systems is critical to assessment of their integrity. we present a general method for inference about system state and associated model variance structure from spatially distributed time series which are typically short, irregular, incomplete and not directly observable. bayes linear analysis simplifies parameter estimation and avoids often-unrealistic distributional assumptions. second-order exchangeability judgements facilitate variance learning for sparse inspection time-series. the model is applied to inspection data for minimum wall thickness from corroding pipe-work networks on a full-scale offshore platform, and shown to give materially different forecasts of remnant life compared to an equivalent model neglecting variance learning.",,2013-02-22,,"['david randell', 'michael goldstein', 'philip jonathan']"
1302.5849,pathways-driven sparse regression identifies pathways and genes   associated with high-density lipoprotein cholesterol in two asian cohorts,stat.me stat.ap,"standard approaches to analysing data in genome-wide association studies (gwas) ignore any potential functional relationships between genetic markers. in contrast gene pathways analysis uses prior information on functional structure within the genome to identify pathways associated with a trait of interest. in a second step, important single nucleotide polymorphisms (snps) or genes may be identified within associated pathways. most pathways methods begin by testing snps one at a time, and so fail to capitalise on the potential advantages inherent in a multi-snp, joint modelling approach. here we describe a dual-level, sparse regression model for the simultaneous identification of pathways, genes and snps associated with a quantitative trait. our method takes account of various factors specific to the joint modelling of pathways with genome-wide data, including widespread correlation between genetic predictors, and the fact that variants may overlap multiple pathways. we use a resampling strategy that exploits finite sample variability to provide robust rankings for pathways, snps and genes. we test our method through simulation, and use it to perform pathways-driven snp selection in a search for pathways, genes and snps associated with variation in serum high-density lipoprotein cholesterol (hdlc) levels in two separate gwas cohorts of asian adults. by comparing results from both cohorts we identify a number of candidate pathways including those associated with cardiomyopathy, and t cell receptor and ppar signalling. highlighted genes include those associated with the l-type calcium channel, adenylate cyclase, integrin, laminin, mapk signalling and immune function.",,2013-02-23,,"['m. silver', 'p. chen', 'l. ruoying', 'c. y. cheng', 't. y. wong', 'e. tai', 'y. y. teo', 'g. montana']"
1302.5856,a press statistic for two-block partial least squares regression,stat.me,"predictive modelling of multivariate data where both the covariates and responses are high-dimensional is becoming an increasingly popular task in many data mining applications. partial least squares (pls) regression often turns out to be a useful model in these situations since it performs dimensionality reduction by assuming the existence of a small number of latent factors that may explain the linear dependence between input and output. in practice, the number of latent factors to be retained, which controls the complexity of the model and its predictive ability, has to be carefully selected. typically this is done by cross validating a performance measure, such as the predictive error. although cross validation works well in many practical settings, it can be computationally expensive. various extensions to pls have also been proposed for regularising the pls solution and performing simultaneous dimensionality reduction and variable selection, but these come at the expense of additional complexity parameters that also need to be tuned by cross-validation. in this paper we derive a computationally efficient alternative to leave-one-out cross validation (loocv), a predicted sum of squares (press) statistic for two-block pls. we show that the press is nearly identical to loocv but has the computational expense of only a single pls model fit. examples of the press for selecting the number of latent factors and regularisation parameters are provided.",10.1109/ukci.2010.5625583,2013-02-23,,"['brian mcwilliams', 'giovanni montana']"
1303.1219,analysis of partially observed networks via exponential-family random   network models,stat.me,"exponential-family random network (ern) models specify a joint representation of both the dyads of a network and nodal characteristics. this class of models allow the nodal characteristics to be modelled as stochastic processes, expanding the range and realism of exponential-family approaches to network modelling. in this paper we develop a theory of inference for ern models when only part of the network is observed, as well as specific methodology for missing data, including non-ignorable mechanisms for network-based sampling designs and for latent class models. in particular, we consider data collected via contact tracing, of considerable importance to infectious disease epidemiology and public health.",,2013-03-05,,"['ian e. fellows', 'mark s. handcock']"
1303.2316,capturing patterns via parsimonious t mixture models,stat.me stat.ap,this paper exploits a simplified version of the mixture of multivariate t-factor analyzers (mtfa) for robust mixture modelling and clustering of high-dimensional data that frequently contain a number of outliers. two classes of eight parsimonious t mixture models are introduced and computation of maximum likelihood estimates of parameters is achieved using the alternating expectation conditional maximization (aecm) algorithm. the usefulness of the methodology is illustrated through applications of image compression and compact facial representation.,,2013-03-10,,"['tsung-i lin', 'paul d. mcnicholas', 'hsiu j. ho']"
1303.2739,machine learning for bioclimatic modelling,cs.lg stat.ap,"many machine learning (ml) approaches are widely used to generate bioclimatic models for prediction of geographic range of organism as a function of climate. applications such as prediction of range shift in organism, range of invasive species influenced by climate change are important parameters in understanding the impact of climate change. however, success of machine learning-based approaches depends on a number of factors. while it can be safely said that no particular ml technique can be effective in all applications and success of a technique is predominantly dependent on the application or the type of the problem, it is useful to understand their behavior to ensure informed choice of techniques. this paper presents a comprehensive review of machine learning-based bioclimatic model generation and analyses the factors influencing success of such models. considering the wide use of statistical techniques, in our discussion we also include conventional statistical techniques used in bioclimatic modelling.",,2013-03-11,,['maumita bhattacharya']
1303.2910,understanding operational risk capital approximations: first and second   orders,q-fin.rm math.st stat.th,"we set the context for capital approximation within the framework of the basel ii / iii regulatory capital accords. this is particularly topical as the basel iii accord is shortly due to take effect. in this regard, we provide a summary of the role of capital adequacy in the new accord, highlighting along the way the significant loss events that have been attributed to the operational risk class that was introduced in the basel ii and iii accords. then we provide a semi-tutorial discussion on the modelling aspects of capital estimation under a loss distributional approach (lda). our emphasis is to focus on the important loss processes with regard to those that contribute most to capital, the so called high consequence, low frequency loss processes. this leads us to provide a tutorial overview of heavy tailed loss process modelling in oprisk under basel iii, with discussion on the implications of such tail assumptions for the severity model in an lda structure. this provides practitioners with a clear understanding of the features that they may wish to consider when developing oprisk severity models in practice. from this discussion on heavy tailed severity models, we then develop an understanding of the impact such models have on the right tail asymptotics of the compound loss process and we provide detailed presentation of what are known as first and second order tail approximations for the resulting heavy tailed loss process. from this we develop a tutorial on three key families of risk measures and their equivalent second order asymptotic approximations: value-at-risk (basel iii industry standard); expected shortfall (es) and the spectral risk measure. these then form the capital approximations.",,2013-03-12,,"['gareth w. peters', 'rodrigo s. targino', 'pavel v. shevchenko']"
1303.6223,random intersection trees,stat.ml stat.co stat.me,"finding interactions between variables in large and high-dimensional datasets is often a serious computational challenge. most approaches build up interaction sets incrementally, adding variables in a greedy fashion. the drawback is that potentially informative high-order interactions may be overlooked. here, we propose at an alternative approach for classification problems with binary predictor variables, called random intersection trees. it works by starting with a maximal interaction that includes all variables, and then gradually removing variables if they fail to appear in randomly chosen observations of a class of interest. we show that informative interactions are retained with high probability, and the computational complexity of our procedure is of order $p^\kappa$ for a value of $\kappa$ that can reach values as low as 1 for very sparse data; in many more general settings, it will still beat the exponent $s$ obtained when using a brute force search constrained to order $s$ interactions. in addition, by using some new ideas based on min-wise hash schemes, we are able to further reduce the computational cost. interactions found by our algorithm can be used for predictive modelling in various forms, but they are also often of interest in their own right as useful characterisations of what distinguishes a certain class from others.",,2013-03-25,,"['rajen dinesh shah', 'nicolai meinshausen']"
1303.6746,exploiting correlation and budget constraints in bayesian multi-armed   bandit optimization,stat.ml cs.lg,"we address the problem of finding the maximizer of a nonlinear smooth function, that can only be evaluated point-wise, subject to constraints on the number of permitted function evaluations. this problem is also known as fixed-budget best arm identification in the multi-armed bandit literature. we introduce a bayesian approach for this problem and show that it empirically outperforms both the existing frequentist counterpart and other bayesian optimization methods. the bayesian approach places emphasis on detailed modelling, including the modelling of correlations among the arms. as a result, it can perform well in situations where the number of arms is much larger than the number of allowed function evaluation, whereas the frequentist counterpart is inapplicable. this feature enables us to develop and deploy practical applications, such as automatic machine learning toolboxes. the paper presents comprehensive comparisons of the proposed approach, thompson sampling, classical bayesian optimization techniques, more recent bayesian bandit approaches, and state-of-the-art best arm identification methods. this is the first comparison of many of these methods in the literature and allows us to examine the relative merits of their different features.",,2013-03-27,2013-11-11,"['matthew w. hoffman', 'bobak shahriari', 'nando de freitas']"
1303.7090,gaussian process models for periodicity detection,math.st stat.th,"we consider the problem of detecting and quantifying the periodic component of a function given noise-corrupted observations of a limited number of input/output tuples. our approach is based on gaussian process regression which provides a flexible non-parametric framework for modelling periodic data. we introduce a novel decomposition of the covariance function as the sum of periodic and aperiodic kernels. this decomposition allows for the creation of sub-models which capture the periodic nature of the signal and its complement. to quantify the periodicity of the signal, we derive a periodicity ratio which reflects the uncertainty in the fitted sub-models. although the method can be applied to many kernels, we give a special emphasis to the mat\'ern family, from the expression of the reproducing kernel hilbert space inner product to the implementation of the associated periodic kernels in a gaussian process toolkit. the proposed method is illustrated by considering the detection of periodically expressed genes in the arabidopsis genome.",,2013-03-28,2016-08-19,"['nicolas durrande', 'james hensman', 'magnus rattray', 'neil d. lawrence']"
1304.2069,robustification of elliott's on-line em algorithm for hmms,stat.me q-fin.st stat.co,"in this paper, we establish a robustification of an on-line algorithm for modelling asset prices within a hidden markov model (hmm). in this hmm framework, parameters of the model are guided by a markov chain in discrete time, parameters of the asset returns are therefore able to switch between different regimes. the parameters are estimated through an on-line algorithm, which utilizes incoming information from the market and leads to adaptive optimal estimates. we robustify this algorithm step by step against additive outliers appearing in the observed asset prices with the rationale to better handle possible peaks or missings in asset returns.",,2013-04-07,,"['christina erlwein', 'peter ruckdeschel']"
1304.4302,a framework for modelling probabilistic uncertainty in rainfall scenario   analysis,stat.me math.pr,"predicting future probable values of model parameters, is an essential pre-requisite for assessing model decision reliability in an uncertain environment. scenario analysis is a methodology for modelling uncertainty in water resources management modelling. uncertainty if not considered appropriately in decision making will decrease reliability of decisions, especially in long-term planning. one of the challenges in scenario analysis is how scenarios are made. one of the most approved methods is statistical modelling based on auto-regressive models. stream flow future scenarios in developed basins that human has made changes to the natural flow process could not be generated directly by arma modelling. in this case, making scenarios for monthly rainfall and using it in a water resources system model makes more sense. rainfall is an ephemeral process which has zero values in some months which introduces some limitations in making use of monthly arma model. therefore, a two stage modelling approach is adopted here which in the first stage yearly modelling is done. within this yearly model three ranges are identified: dry, normal and wet. in the normal range yearly arma modelling is used. dry and wet range are considered as random processes and are modeled by frequency analysis. monthly distribution of rainfall, which is extracted from available data from a moving average are considered to be deterministic and fixed in time. each rainfall scenario is composed of a yearly arma process super-imposed by dry and wet events according to the frequency analysis. this modelling framework is applied to available data from three rain-gauge stations in iran. results show this modelling approach has better consistency with observed data in comparison with making use of arma modelling alone.",,2013-04-15,,"['seyed hamed alemohammad', 'reza ardakanian', 'akbar karimi']"
1304.6949,exploring a new class of non-stationary spatial gaussian random fields   with varying local anisotropy,stat.me,"gaussian random fields (grfs) constitute an important part of spatial modelling, but can be computationally infeasible for general covariance structures. an efficient approach is to specify grfs via stochastic partial differential equations (spdes) and derive gaussian markov random field (gmrf) approximations of the solutions. we consider the construction of a class of non-stationary grfs with varying local anisotropy, where the local anisotropy is introduced by allowing the coefficients in the spde to vary with position. this is done by using a form of diffusion equation driven by gaussian white noise with a spatially varying diffusion matrix. this allows for the introduction of parameters that control the grf by parametrizing the diffusion matrix. these parameters and the grf may be considered to be part of a hierarchical model and the parameters estimated in a bayesian framework. the results show that the use of an spde with non-constant coefficients is a promising way of creating non-stationary spatial gmrfs that allow for physical interpretability of the parameters, although there are several remaining challenges that would need to be solved before these models can be put to general practical use.",,2013-04-25,2014-04-25,"['geir-arne fuglstad', 'finn lindgren', 'daniel simpson', 'håvard rue']"
1305.1002,efficient estimation of the number of neighbours in probabilistic k   nearest neighbour classification,cs.lg stat.ml,"probabilistic k-nearest neighbour (pknn) classification has been introduced to improve the performance of original k-nearest neighbour (knn) classification algorithm by explicitly modelling uncertainty in the classification of each feature vector. however, an issue common to both knn and pknn is to select the optimal number of neighbours, $k$. the contribution of this paper is to incorporate the uncertainty in $k$ into the decision making, and in so doing use bayesian model averaging to provide improved classification. indeed the problem of assessing the uncertainty in $k$ can be viewed as one of statistical model selection which is one of the most important technical issues in the statistics and machine learning domain. in this paper, a new functional approximation algorithm is proposed to reconstruct the density of the model (order) without relying on time consuming monte carlo simulations. in addition, this algorithm avoids cross validation by adopting bayesian framework. the performance of this algorithm yielded very good performance on several real experimental datasets.",,2013-05-05,,"['ji won yoon', 'nial friel']"
1305.1184,probabilistic wind speed forecasting using bayesian model averaging with   truncated normal components,stat.me,"bayesian model averaging (bma) is a statistical method for post-processing forecast ensembles of atmospheric variables, obtained from multiple runs of numerical weather prediction models, in order to create calibrated predictive probability density functions (pdfs). the bma predictive pdf of the future weather quantity is the mixture of the individual pdfs corresponding to the ensemble members and the weights and model parameters are estimated using ensemble members and validating observation from a given training period.   in the present paper we introduce a bma model for calibrating wind speed forecasts, where the components pdfs follow truncated normal distribution with cut-off at zero, and apply it to the aladin-huneps ensemble of the hungarian meteorological service. three parameter estimation methods are proposed and each of the corresponding models outperforms the traditional gamma bma model both in calibration and in accuracy of predictions. moreover, since here the maximum likelihood estimation of the parameters does not require numerical optimization, modelling can be performed much faster than in case of gamma mixtures.",10.1016/j.csda.2014.02.013,2013-05-06,2013-05-07,['sándor baran']
1305.2073,fourier analysis of stationary time series in function space,math.st stat.th,"we develop the basic building blocks of a frequency domain framework for drawing statistical inferences on the second-order structure of a stationary sequence of functional data. the key element in such a context is the spectral density operator, which generalises the notion of a spectral density matrix to the functional setting, and characterises the second-order dynamics of the process. our main tool is the functional discrete fourier transform (fdft). we derive an asymptotic gaussian representation of the fdft, thus allowing the transformation of the original collection of dependent random functions into a collection of approximately independent complex-valued gaussian random functions. our results are then employed in order to construct estimators of the spectral density operator based on smoothed versions of the periodogram kernel, the functional generalisation of the periodogram matrix. the consistency and asymptotic law of these estimators are studied in detail. as immediate consequences, we obtain central limit theorems for the mean and the long-run covariance operator of a stationary functional time series. our results do not depend on structural modelling assumptions, but only functional versions of classical cumulant mixing conditions, and are shown to be stable under discrete observation of the individual curves.",10.1214/13-aos1086,2013-05-09,,"['victor m. panaretos', 'shahin tavakoli']"
1305.2815,modelling time and vintage variability in retail credit portfolios: the   decomposition approach,stat.ap,"in this paper, we consider the problem of modelling historical data on retail credit portfolio performance, with a view to forecasting future performance, and facilitating strategic decision making. we consider a situation, common in practice, where accounts with common origination date (typically month) are aggregated into a single vintage for analysis, and the data for analysis consists of a time series of a univariate portfolio performance variable (for example, the proportion of defaulting accounts) for each vintage over successive time periods since origination. an invaluable management tool for understanding portfolio behaviour can be obtained by decomposing the data series nonparametrically into components of exogenous variability (e), maturity (time since origination; m) and vintage (v), referred to as an emv model. for example, identification of a good macroeconomic model is the key to effective forecasting, particularly in applications such as stress testing, and identification of this can be facilitated by investigation of the macroeconomic component of an emv decomposition. we show that care needs to be taken with such a decomposition, drawing parallels with the age-period-cohort approach, common in demography, epidemiology and sociology. we develop a practical decomposition strategy, and illustrate our approach using data extracted from a credit card portfolio.",,2013-05-13,,"['jonathan j. forster', 'agus sudjianto']"
1305.3671,sparse adaptive dirichlet-multinomial-like processes,cs.it math.it math.st stat.th,"online estimation and modelling of i.i.d. data for short sequences over large or complex ""alphabets"" is a ubiquitous (sub)problem in machine learning, information theory, data compression, statistical language processing, and document analysis. the dirichlet-multinomial distribution (also called polya urn scheme) and extensions thereof are widely applied for online i.i.d. estimation. good a-priori choices for the parameters in this regime are difficult to obtain though. i derive an optimal adaptive choice for the main parameter via tight, data-dependent redundancy bounds for a related model. the 1-line recommendation is to set the 'total mass' = 'precision' = 'concentration' parameter to m/2ln[(n+1)/m], where n is the (past) sample size and m the number of different symbols observed (so far). the resulting estimator (i) is simple, (ii) online, (iii) fast, (iv) performs well for all m, small, middle and large, (v) is independent of the base alphabet size, (vi) non-occurring symbols induce no redundancy, (vii) the constant sequence has constant redundancy, (viii) symbols that appear only finitely often have bounded/constant contribution to the redundancy, (ix) is competitive with (slow) bayesian mixing over all sub-alphabets.",,2013-05-15,,['marcus hutter']
1305.4152,sparse approximate inference for spatio-temporal point process models,stat.ml,"spatio-temporal point process models play a central role in the analysis of spatially distributed systems in several disciplines. yet, scalable inference remains computa- tionally challenging both due to the high resolution modelling generally required and the analytically intractable likelihood function. here, we exploit the sparsity structure typical of (spatially) discretised log-gaussian cox process models by using approximate message-passing algorithms. the proposed algorithms scale well with the state dimension and the length of the temporal horizon with moderate loss in distributional accuracy. they hence provide a flexible and faster alternative to both non-linear filtering-smoothing type algorithms and to approaches that implement the laplace method or expectation propagation on (block) sparse latent gaussian models. we infer the parameters of the latent gaussian model using a structured variational bayes approach. we demonstrate the proposed framework on simulation studies with both gaussian and point-process observations and use it to reconstruct the conflict intensity and dynamics in afghanistan from the wikileaks afghan war diary.",,2013-05-17,2015-07-06,"['botond cseke', 'andrew zammit mangion', 'tom heskes', 'guido sanguinetti']"
1305.4153,factored expectation propagation for input-output fhmm models in systems   biology,stat.ml,we consider the problem of joint modelling of metabolic signals and gene expression in systems biology applications. we propose an approach based on input-output factorial hidden markov models and propose a structured variational inference approach to infer the structure and states of the model. we start from the classical free form structured variational mean field approach and use a expectation propagation to approximate the expectations needed in the variational loop. we show that this corresponds to a factored expectation constrained approximate inference. we validate our model through extensive simulations and demonstrate its applicability on a real world bacterial data set.,,2013-05-17,,"['botond cseke', 'guido sanguinetti']"
1305.4283,statistical modelling of summary values leads to accurate approximate   bayesian computations,stat.me,"approximate bayesian computation (abc) methods rely on asymptotic arguments, implying that parameter inference can be systematically biased even when sufficient statistics are available. we propose to construct the abc accept/reject step from decision theoretic arguments on a suitable auxiliary space. this framework, referred to as abc*, fully specifies which test statistics to use, how to combine them, how to set the tolerances and how long to simulate in order to obtain accuracy properties on the auxiliary space. akin to maximum-likelihood indirect inference, regularity conditions establish when the abc* approximation to the posterior density is accurate on the original parameter space in terms of the kullback-leibler divergence and the maximum a posteriori point estimate. fundamentally, escaping asymptotic arguments requires knowledge of the distribution of test statistics, which we obtain through modelling the distribution of summary values, data points on a summary level. synthetic examples and an application to time series data of influenza a (h3n2) infections in the netherlands illustrate abc* in action.",,2013-05-18,2014-01-22,"['oliver ratmann', 'anton camacho', 'adam meijer', 'gé donker']"
1305.5445,a bayesian localised conditional auto-regressive model for estimating   the health effects of air pollution,stat.me,"estimation of the long-term health effects of air pollution is a challenging task, especially when modelling small-area disease incidence data in an ecological study design. the challenge comes from the unobserved underlying spatial correlation structure in these data, which is accounted for using random effects modelled by a globally smooth conditional autoregressive model. these smooth random effects confound the effects of air pollution, which are also globally smooth. to avoid this collinearity a bayesian localised conditional autoregressive model is developed for the random effects. this localised model is flexible spatially, in the sense that it is not only able to model step changes in the random effects surface, but also is able to capture areas of spatial smoothness in the study region. this methodological development allows us to improve the estimation performance of the covariate effects, compared to using traditional conditional auto-regressive models. these results are established using a simulation study, and are then illustrated with our motivating study on air pollution and respiratory ill health in greater glasgow, scotland in 2010. the model shows substantial health effects of particulate matter air pollution and income deprivation, whose effects have been consistently attenuated by the currently available globally smooth models.",,2013-05-23,,"['duncan lee', 'alastair rushworth', 'sujit k. sahu']"
1305.5812,a proportional hazard model for the estimation of ionosphere storm   occurrence risk,math.st stat.th,"severe ionosphere magnetic storms are feared events for integrity and continuity of navigation systems such as egnos, the european sbas (satellite-based augmentation system) complementing gps and an accurate modelling of this event probability is necessary. our aim for the work presented in this paper is to give an estimation of the frequency of such extreme magnetic storms per time unit (year) throughout a solar cycle. thus, we develop an innovative approach based on a proportional hazard model, inspired by the cox model, with time dependent covariates. the number of storms during a cycle is supposed to be a non-homogeneous poisson process. the intensity of this process could be expressed as the product of a baseline risk and a risk factor. contrary to what is done in the cox model, the baseline risk is one parameter of interest (and not a nuisance one), it is the intensity to estimate. as in extreme value theory, all the high level events will be used to make estimation and the results will be extrapolated to the extreme level ones. after a precise description of the model, we present the estimation results and a model extension. a prediction for the current solar cycle (24th) is also proposed.",,2013-05-24,2015-05-21,"['malika chassan', 'jean-marc azaïs', 'guillaume buscarlet', 'norbert suard']"
1306.2365,bayesian solution uncertainty quantification for differential equations,stat.me,"we explore probability modelling of discretization uncertainty for system states defined implicitly by ordinary or partial differential equations. accounting for this uncertainty can avoid posterior under-coverage when likelihoods are constructed from a coarsely discretized approximation to system equations. a formalism is proposed for inferring a fixed but a priori unknown model trajectory through bayesian updating of a prior process conditional on model information. a one-step-ahead sampling scheme for interrogating the model is described, its consistency and first order convergence properties are proved, and its computational complexity is shown to be proportional to that of numerical explicit one-step solvers. examples illustrate the flexibility of this framework to deal with a wide variety of complex and large-scale systems. within the calibration problem, discretization uncertainty defines a layer in the bayesian hierarchy, and a markov chain monte carlo algorithm that targets this posterior distribution is presented. this formalism is used for inference on the jak-stat delay differential equation model of protein dynamics from indirectly observed measurements. the discussion outlines implications for the new field of probabilistic numerics.",,2013-06-10,2016-10-23,"['oksana a. chkrebtii', 'david a. campbell', 'ben calderhead', 'mark a. girolami']"
1306.3277,bayesian state-space modelling on high-performance hardware using libbi,stat.co,"libbi is a software package for state-space modelling and bayesian inference on modern computer hardware, including multi-core central processing units (cpus), many-core graphics processing units (gpus) and distributed-memory clusters of such devices. the software parses a domain-specific language for model specification, then optimises, generates, compiles and runs code for the given model, inference method and hardware platform. in presenting the software, this work serves as an introduction to state-space models and the specialised methods developed for bayesian inference with them. the focus is on sequential monte carlo (smc) methods such as the particle filter for state estimation, and the particle markov chain monte carlo (pmcmc) and smc^2 methods for parameter estimation. all are well-suited to current computer hardware. two examples are given and developed throughout, one a linear three-element windkessel model of the human arterial system, the other a nonlinear lorenz '96 model. these are specified in the prescribed modelling language, and libbi demonstrated by performing inference with them. empirical results are presented, including a performance comparison of the software with different hardware configurations.",,2013-06-13,,['lawrence m. murray']
1306.3301,aggregation and long memory: recent developments,math.st stat.th,"it is well-known that the aggregated time series might have very different properties from those of the individual series, in particular, long memory. at the present time, aggregation has become one of the main tools for modelling of long memory processes. we review recent work on contemporaneous aggregation of random-coefficient ar(1) and related models, with particular focus on various long memory properties of the aggregated process.",,2013-06-14,,"['remigijus leipus', 'anne philippe', 'donata puplinskaite', 'donatas surgailis']"
1306.4152,bioclimating modelling: a machine learning perspective,cs.lg stat.ml,"many machine learning (ml) approaches are widely used to generate bioclimatic models for prediction of geographic range of organism as a function of climate. applications such as prediction of range shift in organism, range of invasive species influenced by climate change are important parameters in understanding the impact of climate change. however, success of machine learning-based approaches depends on a number of factors. while it can be safely said that no particular ml technique can be effective in all applications and success of a technique is predominantly dependent on the application or the type of the problem, it is useful to understand their behaviour to ensure informed choice of techniques. this paper presents a comprehensive review of machine learning-based bioclimatic model generation and analyses the factors influencing success of such models. considering the wide use of statistical techniques, in our discussion we also include conventional statistical techniques used in bioclimatic modelling.",,2013-06-18,,['maumita bhattacharya']
1306.4438,joint modelling of chip-seq data via a markov random field model,stat.me,"chromatin immunoprecipitation-sequencing (chip-seq) experiments have now become routine in biology for the detection of protein binding sites. in this paper, we present a markov random field model for the joint analysis of multiple chip-seq experiments. the proposed model naturally accounts for spatial dependencies in the data, by assuming first order markov properties, and for the large proportion of zero counts, by using zero-inflated mixture distributions. in contrast to all other available implementations, the model allows for the joint modelling of multiple experiments, by incorporating key aspects of the experimental design. in particular, the model uses the information about replicates and about the different antibodies used in the experiments. an extensive simulation study shows a lower false non-discovery rate for the proposed method, compared to existing methods, at the same false discovery rate. finally, we present an analysis on real data for the detection of histone modifications of two chromatin modifiers from eight chip-seq experiments, including technical replicates with different ip efficiencies.",10.1093/biostatistics/kxt047,2013-06-19,,"['yanchun bao', 'veronica vinciotti', 'ernst wit', ""peter 't hoen""]"
