"","id","title","categories","abstract","doi","created","updated","authors","one_l","astro.ph","cond.mat","gr.qc","hep.ex","hep.lat","hep.ph","hep.th","math.ph","nlin","nucl.ex","nucl.th","physics","quant.ph","math","CoRR","q.bio","q.fin","stat","stat.ap","stat.co","stat.ml","stat.me","stat.ot","stat.th"
"1150",1506.04324,"weak convergence of the empirical process and the rescaled empirical   distribution function in the skorokhod product space","math.pr math.st stat.th","we prove the asymptotic independence of the empirical process $\alpha_n = \sqrt{n}( f_n - f)$ and the rescaled empirical distribution function $\beta_n = n (f_n(\tau+\frac{\cdot}{n})-f_n(\tau))$, where $f$ is an arbitrary cdf, differentiable at some point $\tau$, and $f_n$ the corresponding empricial cdf. this seems rather counterintuitive, since, for every $n \in n$, there is a deterministic correspondence between $\alpha_n$ and $\beta_n$. precisely, we show that the pair $(\alpha_n,\beta_n)$ converges in law to a limit having independent components, namely a time-transformed brownian bridge and a two-sided poisson process. since these processes have jumps, in particular if $f$ itself has jumps, the skorokhod product space $d(r) \times d(r)$ is the adequate choice for modeling this convergence in. we develop a short convergence theory for $d(r) \times d(r)$ by establishing the classical principle, devised by yu. v. prokhorov, that finite-dimensional convergence and tightness imply weak convergence. several tightness criteria are given. finally, the convergence of the pair $(\alpha_n,\beta_n)$ implies convergence of each of its components, thus, in passing, we provide a thorough proof of these known convergence results in a very general setting. in fact, the condition on $f$ to be differentiable in at least one point is only required for $\beta_n$ to converge and can be further weakened.","10.1137/s0040585x97984486","2015-06-13","","['dietmar ferger', 'daniel vogel']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1151",1506.04448,"fast and guaranteed tensor decomposition via sketching","stat.ml cs.lg","tensor candecomp/parafac (cp) decomposition has wide applications in statistical learning of latent variable models and in data mining. in this paper, we propose fast and randomized tensor cp decomposition algorithms based on sketching. we build on the idea of count sketches, but introduce many novel ideas which are unique to tensors. we develop novel methods for randomized computation of tensor contractions via ffts, without explicitly forming the tensors. such tensor contractions are encountered in decomposition methods such as tensor power iterations and alternating least squares. we also design novel colliding hashes for symmetric tensors to further save time in computing the sketches. we then combine these sketching ideas with existing whitening and tensor power iterative techniques to obtain the fastest algorithm on both sparse and dense tensors. the quality of approximation under our method does not depend on properties such as sparsity, uniformity of elements, etc. we apply the method for topic modeling and obtain competitive results.","","2015-06-14","2015-10-20","['yining wang', 'hsiao-yu tung', 'alexander smola', 'animashree anandkumar']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1152",1506.04452,"modeling the association structure in doubly robust gee for longitudinal   ordinal missing data","stat.me","generalized estimation equations (gee) are a well-known method for the analysis of categorical longitudinal responses. gee method has computational simplicity and population parameter interpretation. in the presence of missing data it is only valid under the strong assumption of missing completely at random. a doubly robust estimator (drgee) for correlated ordinal longitudinal data is a nice approach for handling intermittently missing response and covariate under the mar mechanism. independent working correlation is the standard way in drgee. however, when covariate is not time stationary, efficiency can be gained using a structured association. the goal of this paper is to extend the drgee estimator to allow modeling the association structure by means of either the correlation coefficient or local odds ratio. simulation results revealed better performance of the local odds ratio parametrization, specially for small samples. the method is applied to a data set related to rheumatic mitral stenosis.","","2015-06-14","","['josé luiz p. da silva', 'enrico a. colosimo', 'fábio n. demarqui']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1153",1506.04967,"parsimonious mixed models","stat.me","the analysis of experimental data with mixed-effects models requires decisions about the specification of the appropriate random-effects structure. recently, barr, levy, scheepers, and tily, 2013 recommended fitting `maximal' models with all possible random effect components included. estimation of maximal models, however, may not converge. we show that failure to converge typically is not due to a suboptimal estimation algorithm, but is a consequence of attempting to fit a model that is too complex to be properly supported by the data, irrespective of whether estimation is based on maximum likelihood or on bayesian hierarchical modeling with uninformative or weakly informative priors. importantly, even under convergence, overparameterization may lead to uninterpretable models. we provide diagnostic tools for detecting overparameterization and guiding model simplification.","","2015-06-16","2018-05-26","['douglas bates', 'reinhold kliegl', 'shravan vasishth', 'harald baayen']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1154",1506.04989,"statistical evidence measured on a properly calibrated scale across   nested and non-nested hypothesis comparisons","math.st stat.th","statistical modeling is often used to measure the strength of evidence for or against hypotheses on given data. we have previously proposed an information-dynamic framework in support of a properly calibrated measurement scale for statistical evidence, borrowing some mathematics from thermodynamics, and showing how an evidential analogue of the ideal gas equation of state could be used to measure evidence for a one-sided binomial hypothesis comparison (coin is fair versus coin is biased towards heads). here we take three important steps forward in generalizing the framework beyond this simple example. we (1) extend the scope of application to other forms of hypothesis comparison in the binomial setting; (2) show that doing so requires only the original ideal gas equation plus one simple extension, which has the form of the van der waals equation; (3) begin to develop the principles required to resolve a key constant, which enables us to calibrate the measurement scale across applications, and which we find to be related to the familiar statistical concept of degrees of freedom. this paper thus moves our information-dynamic theory substantially closer to the goal of producing a practical, properly calibrated measure of statistical evidence for use in general applications.","","2015-06-16","","['v. j vieland', 's-c. seok']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1155",1506.05275,"breaking the curse of dimensionality in conditional moment inequalities   for discrete choice models","stat.me math.st stat.th","this paper studies inference of preference parameters in semiparametric discrete choice models when these parameters are not point-identified and the identified set is characterized by a class of conditional moment inequalities. exploring the semiparametric modeling restrictions, we show that the identified set can be equivalently formulated by moment inequalities conditional on only two continuous indexing variables. such formulation holds regardless of the covariate dimension, thereby breaking the curse of dimensionality for nonparametric inference based on the underlying conditional moment inequalities. we further apply this dimension reducing characterization approach to the monotone single index model and to a variety of semiparametric models under which the sign of conditional expectation of a certain transformation of the outcome is the same as that of the indexing variable.","","2015-06-17","2018-11-23","['le-yu chen', 'sokbae lee']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"1156",1506.056,"causality on cross-sectional data: stable specification search in   constrained structural equation modeling","stat.ml cs.lg","causal modeling has long been an attractive topic for many researchers and in recent decades there has seen a surge in theoretical development and discovery algorithms. generally discovery algorithms can be divided into two approaches: constraint-based and score-based. the constraint-based approach is able to detect common causes of the observed variables but the use of independence tests makes it less reliable. the score-based approach produces a result that is easier to interpret as it also measures the reliability of the inferred causal relationships, but it is unable to detect common confounders of the observed variables. a drawback of both score-based and constrained-based approaches is the inherent instability in structure estimation. with finite samples small changes in the data can lead to completely different optimal structures. the present work introduces a new hypothesis-free score-based causal discovery algorithm, called stable specification search, that is robust for finite samples based on recent advances in stability selection using subsampling and selection algorithms. structure search is performed over structural equation models. our approach uses exploratory search but allows incorporation of prior background knowledge. we validated our approach on one simulated data set, which we compare to the known ground truth, and two real-world data sets for chronic fatigue syndrome and attention deficit hyperactivity disorder, which we compare to earlier medical studies. the results on the simulated data set show significant improvement over alternative approaches and the results on the real-word data sets show consistency with the hypothesis driven models constructed by medical experts.","10.1016/j.asoc.2016.10.003","2015-06-18","2016-07-14","['ridho rahmadi', 'perry groot', 'marianne heins', 'hans knoop', 'tom heskes']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1157",1506.05843,"dependent multinomial models made easy: stick breaking with the   p\'olya-gamma augmentation","stat.ml","many practical modeling problems involve discrete data that are best represented as draws from multinomial or categorical distributions. for example, nucleotides in a dna sequence, children's names in a given state and year, and text documents are all commonly modeled with multinomial distributions. in all of these cases, we expect some form of dependency between the draws: the nucleotide at one position in the dna strand may depend on the preceding nucleotides, children's names are highly correlated from year to year, and topics in text may be correlated and dynamic. these dependencies are not naturally captured by the typical dirichlet-multinomial formulation. here, we leverage a logistic stick-breaking representation and recent innovations in p\'olya-gamma augmentation to reformulate the multinomial distribution in terms of latent variables with jointly gaussian likelihoods, enabling us to take advantage of a host of bayesian inference techniques for gaussian models with minimal overhead.","","2015-06-18","","['scott w. linderman', 'matthew j. johnson', 'ryan p. adams']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1158",1506.05936,"sampling constrained probability distributions using spherical   augmentation","stat.co stat.ml","statistical models with constrained probability distributions are abundant in machine learning. some examples include regression models with norm constraints (e.g., lasso), probit, many copula models, and latent dirichlet allocation (lda). bayesian inference involving probability distributions confined to constrained domains could be quite challenging for commonly used sampling algorithms. in this paper, we propose a novel augmentation technique that handles a wide range of constraints by mapping the constrained domain to a sphere in the augmented space. by moving freely on the surface of this sphere, sampling algorithms handle constraints implicitly and generate proposals that remain within boundaries when mapped back to the original space. our proposed method, called {spherical augmentation}, provides a mathematically natural and computationally efficient framework for sampling from constrained probability distributions. we show the advantages of our method over state-of-the-art sampling algorithms, such as exact hamiltonian monte carlo, using several examples including truncated gaussian distributions, bayesian lasso, bayesian bridge regression, reconstruction of quantized stationary gaussian process, and lda for topic modeling.","","2015-06-19","","['shiwei lan', 'babak shahbaba']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"1159",1506.06169,"a model-based approach for analog spatio-temporal dynamic forecasting","stat.me stat.ap","analog forecasting has been applied in a variety of fields for predicting future states of complex nonlinear systems that require flexible forecasting methods. past analog methods have almost exclu- sively been used in an empirical framework without the structure of a model-based approach. we propose a bayesian model framework for analog forecasting, building upon previous analog methods but accounting for parameter uncertainty. thus, unlike traditional analog forecasting methods, the use of bayesian modeling allows one to rigorously quantify uncertainty to obtain realistic posterior predictive distributions. the model is applied to the long-lead time forecasting of mid-may averaged soil moisture anomalies in iowa over a high-resolution grid of spatial locations. sea surface tem- perature (sst) is used to find past time periods with similar trajectories to the current pre-forecast period. the analog model is developed on projection coefficients from a basis expansion of the soil moisture and sst fields. separate models are constructed for locations falling in each iowa crop reporting district (crd) and the forecasting ability of the proposed model is compared against a variety of alternative methods and metrics.","","2015-06-19","2016-02-12","['patrick l. mcdermott', 'christopher k. wikle']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"1160",1506.06268,"bayesian nonparametric modeling of higher order markov chains","stat.me","we consider the problem of flexible modeling of higher order markov chains when an upper bound on the order of the chain is known but the true order and nature of the serial dependence are unknown. we propose bayesian nonparametric methodology based on conditional tensor factorizations, which can characterize any transition probability with a specified maximal order. the methodology selects the important lags and captures higher order interactions among the lags, while also facilitating calculation of bayes factors for a variety of hypotheses of interest. we design efficient markov chain monte carlo algorithms for posterior computation, allowing for uncertainty in the set of important lags to be included and in the nature and order of the serial dependence. the methods are illustrated using simulation experiments and real world applications.","","2015-06-20","2015-10-20","['abhra sarkar', 'david b. dunson']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1161",1506.06272,"aligning where to see and what to tell: image caption with region-based   attention and scene factorization","cs.cv cs.lg stat.ml","recent progress on automatic generation of image captions has shown that it is possible to describe the most salient information conveyed by images with accurate and meaningful sentences. in this paper, we propose an image caption system that exploits the parallel structures between images and sentences. in our model, the process of generating the next word, given the previously generated ones, is aligned with the visual perception experience where the attention shifting among the visual regions imposes a thread of visual ordering. this alignment characterizes the flow of ""abstract meaning"", encoding what is semantically shared by both the visual scene and the text description. our system also makes another novel modeling contribution by introducing scene-specific contexts that capture higher-level semantic information encoded in an image. the contexts adapt language models for word generation to specific scene types. we benchmark our system and contrast to published results on several popular datasets. we show that using either region-based attention or scene-specific contexts improves systems without those components. furthermore, combining these two modeling ingredients attains the state-of-the-art performance.","","2015-06-20","","['junqi jin', 'kun fu', 'runpeng cui', 'fei sha', 'changshui zhang']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1162",1506.06707,"non-normal mixtures of experts","stat.me cs.lg stat.ml","mixture of experts (moe) is a popular framework for modeling heterogeneity in data for regression, classification and clustering. for continuous data which we consider here in the context of regression and cluster analysis, moe usually use normal experts, that is, expert components following the gaussian distribution. however, for a set of data containing a group or groups of observations with asymmetric behavior, heavy tails or atypical observations, the use of normal experts may be unsuitable and can unduly affect the fit of the moe model. in this paper, we introduce new non-normal mixture of experts (nnmoe) which can deal with these issues regarding possibly skewed, heavy-tailed data and with outliers. the proposed models are the skew-normal moe and the robust $t$ moe and skew $t$ moe, respectively named snmoe, tmoe and stmoe. we develop dedicated expectation-maximization (em) and expectation conditional maximization (ecm) algorithms to estimate the parameters of the proposed models by monotonically maximizing the observed data log-likelihood. we describe how the presented models can be used in prediction and in model-based clustering of regression data. numerical experiments carried out on simulated data show the effectiveness and the robustness of the proposed models in terms modeling non-linear regression functions as well as in model-based clustering. then, to show their usefulness for practical applications, the proposed models are applied to the real-world data of tone perception for musical data analysis, and the one of temperature anomalies for the analysis of climate change data.","","2015-06-22","2015-06-28","['faicel chamroukhi']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"1163",1506.07504,"objective variables for probabilistic revenue maximization in   second-price auctions with reserve","stat.ml cs.ai cs.gt cs.lg stat.ap","many online companies sell advertisement space in second-price auctions with reserve. in this paper, we develop a probabilistic method to learn a profitable strategy to set the reserve price. we use historical auction data with features to fit a predictor of the best reserve price. this problem is delicate - the structure of the auction is such that a reserve price set too high is much worse than a reserve price set too low. to address this we develop objective variables, a new framework for combining probabilistic modeling with optimal decision-making. objective variables are ""hallucinated observations"" that transform the revenue maximization task into a regularized maximum likelihood estimation problem, which we solve with an em algorithm. this framework enables a variety of prediction mechanisms to set the reserve price. as examples, we study objective variable methods with regression, kernelized regression, and neural networks on simulated and real data. our methods outperform previous approaches both in terms of scalability and profit.","","2015-06-24","","['maja r. rudolph', 'joseph g. ellis', 'david m. blei']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"1164",1506.07564,"spectral likelihood expansions for bayesian inference","stat.co","a spectral approach to bayesian inference is presented. it pursues the emulation of the posterior probability density. the starting point is a series expansion of the likelihood function in terms of orthogonal polynomials. from this spectral likelihood expansion all statistical quantities of interest can be calculated semi-analytically. the posterior is formally represented as the product of a reference density and a linear combination of polynomial basis functions. both the model evidence and the posterior moments are related to the expansion coefficients. this formulation avoids markov chain monte carlo simulation and allows one to make use of linear least squares instead. the pros and cons of spectral bayesian inference are discussed and demonstrated on the basis of simple applications from classical statistics and inverse modeling.","10.1016/j.jcp.2015.12.047","2015-06-24","2016-04-26","['joseph b. nagel', 'bruno sudret']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"1165",1506.07836,"bayesian inference for the brown-resnick process, with an application to   extreme low temperatures","stat.me stat.ap","the brown-resnick max-stable process has proven to be well-suited for modeling extremes of complex environmental processes, but in many applications its likelihood function is intractable and inference must be based on a composite likelihood, thereby preventing the use of classical bayesian techniques. in this paper we exploit a case in which the full likelihood of a brown-resnick process can be calculated, using componentwise maxima and their partitions in terms of individual events, and we propose two new approaches to inference. the first estimates the partitions using declustering, while the second uses random partitions in a markov chain monte carlo algorithm. we use these approaches to construct a bayesian hierarchical model for extreme low temperatures in northern fennoscandia.","10.1214/16-aoas980","2015-06-25","2016-10-17","['emeric thibaud', 'juha aalto', 'daniel s. cooley', 'anthony c. davison', 'juha heikkinen']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"1166",1506.07947,"collaboratively learning preferences from ordinal data","cs.lg cs.it math.it stat.ml","in applications such as recommendation systems and revenue management, it is important to predict preferences on items that have not been seen by a user or predict outcomes of comparisons among those that have never been compared. a popular discrete choice model of multinomial logit model captures the structure of the hidden preferences with a low-rank matrix. in order to predict the preferences, we want to learn the underlying model from noisy observations of the low-rank matrix, collected as revealed preferences in various forms of ordinal data. a natural approach to learn such a model is to solve a convex relaxation of nuclear norm minimization. we present the convex relaxation approach in two contexts of interest: collaborative ranking and bundled choice modeling. in both cases, we show that the convex relaxation is minimax optimal. we prove an upper bound on the resulting error with finite samples, and provide a matching information-theoretic lower bound.","","2015-06-25","","['sewoong oh', 'kiran k. thekumparampil', 'jiaming xu']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1167",1506.07959,"factorized asymptotic bayesian inference for factorial hidden markov   models","stat.ml","factorial hidden markov models (fhmms) are powerful tools of modeling sequential data. learning fhmms yields a challenging simultaneous model selection issue, i.e., selecting the number of multiple markov chains and the dimensionality of each chain. our main contribution is to address this model selection issue by extending factorized asymptotic bayesian (fab) inference to fhmms. first, we offer a better approximation of marginal log-likelihood than the previous fab inference. our key idea is to integrate out transition probabilities, yet still apply the laplace approximation to emission probabilities. second, we prove that if there are two very similar hidden states in an fhmm, i.e. one is redundant, then fab will almost surely shrink and eliminate one of them, making the model parsimonious. experimental results show that fab for fhmms significantly outperforms state-of-the-art nonparametric bayesian ifhmm and variational fhmm in model selection accuracy, with competitive held-out perplexity.","","2015-06-26","","['shaohua li', 'ryohei fujimaki', 'chunyan miao']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1168",1506.07997,"an efficient post-selection inference on high-order interaction models","stat.ml","finding statistically significant high-order interaction features in predictive modeling is important but challenging task. the difficulty lies in the fact that, for a recent applications with high-dimensional covariates, the number of possible high-order interaction features would be extremely large. identifying statistically significant features from such a huge pool of candidates would be highly challenging both in computational and statistical senses. to work with this problem, we consider a two stage algorithm where we first select a set of high-order interaction features by marginal screening, and then make statistical inferences on the regression model fitted only with the selected features. such statistical inferences are called post-selection inference (psi), and receiving an increasing attention in the literature. one of the seminal recent advancements in psi literature is the works by lee et al. where the authors presented an algorithmic framework for computing exact sampling distributions in psi. a main challenge when applying their approach to our high-order interaction models is to cope with the fact that psi in general depends not only on the selected features but also on the unselected features, making it hard to apply to our extremely high-dimensional high-order interaction models. the goal of this paper is to overcome this difficulty by introducing a novel efficient method for psi. our key idea is to exploit the underlying tree structure among high-order interaction features, and to develop a pruning method of the tree which enables us to quickly identify a group of unselected features that are guaranteed to have no influence on psi. the experimental results indicate that the proposed method allows us to reliably identify statistically significant high-order interaction features with reasonable computational cost.","","2015-06-26","","['s. suzumura', 'k. nakagawa', 'k. tsuda', 'i. takeuchi']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1169",1506.08796,"longitudinal functional data analysis","stat.me","we consider analysis of dependent functional data that are correlated because of a longitudinal-based design: each subject is observed at repeated time visits and for each visit we record a functional variable. we propose a novel parsimonious modeling framework for the repeatedly observed functional variables that allows to extract low dimensional features. the proposed methodology accounts for the longitudinal design, is designed for the study of the dynamic behavior of the underlying process, and is computationally fast. theoretical properties of this framework are studied and numerical investigation confirms excellent behavior in finite samples. the proposed method is motivated by and applied to a diffusion tensor imaging study of multiple sclerosis. using shiny (chang et al., 2015) we implement interactive plots to help visualize longitudinal functional data as well as the various components and prediction obtained using the proposed method.","","2015-06-29","","['so young park', 'ana-maria staicu']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1170",1506.09035,"bayesian model averaging in model-based clustering and density   estimation","stat.co","we propose bayesian model averaging (bma) as a method for postprocessing the results of model-based clustering. given a number of competing models, appropriate model summaries are averaged, using the posterior model probabilities, instead of being taken from a single ""best"" model. we demonstrate the use of bma in model-based clustering for a number of datasets. we show that bma provides a useful summary of the clustering of observations while taking model uncertainty into account. further, we show that bma in conjunction with model-based clustering gives a competitive method for density estimation in a multivariate setting. applying bma in the model-based context is fast and can give enhanced modeling performance.","","2015-06-30","","['niamh russell', 'thomas brendan murphy', 'adrian e raftery']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"1171",1507.0022,"bigeometric organization of deep nets","stat.ml cs.lg","in this paper, we build an organization of high-dimensional datasets that cannot be cleanly embedded into a low-dimensional representation due to missing entries and a subset of the features being irrelevant to modeling functions of interest. our algorithm begins by defining coarse neighborhoods of the points and defining an expected empirical function value on these neighborhoods. we then generate new non-linear features with deep net representations tuned to model the approximate function, and re-organize the geometry of the points with respect to the new representation. finally, the points are locally z-scored to create an intrinsic geometric organization which is independent of the parameters of the deep net, a geometry designed to assure smoothness with respect to the empirical function. we examine this approach on data from the center for medicare and medicaid services hospital quality initiative, and generate an intrinsic low-dimensional organization of the hospitals that is smooth with respect to an expert driven function of quality.","","2015-07-01","","['alexander cloninger', 'ronald r. coifman', 'nicholas downing', 'harlan m. krumholz']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1172",1507.00672,"the elusive present: hidden past and future dependency and why we build   models","cond-mat.stat-mech cs.it math.ds math.it nlin.cd stat.ml","modeling a temporal process as if it is markovian assumes the present encodes all of the process's history. when this occurs, the present captures all of the dependency between past and future. we recently showed that if one randomly samples in the space of structured processes, this is almost never the case. so, how does the markov failure come about? that is, how do individual measurements fail to encode the past? and, how many are needed to capture dependencies between the past and future? here, we investigate how much information can be shared between the past and future, but not be reflected in the present. we quantify this elusive information, give explicit calculational methods, and draw out the consequences. the most important of which is that when the present hides past-future dependency we must move beyond sequence-based statistics and build state-based models.","10.1103/physreve.93.022143","2015-07-02","","['pooneh m. ara', 'ryan g. james', 'james p. crutchfield']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"1173",1507.01242,"modeling for dynamic ordinal regression relationships: an application to   estimating maturity of rockfish in california","stat.ap","we develop a bayesian nonparametric framework for modeling ordinal regression relationships which evolve in discrete time. the motivating application involves a key problem in fisheries research on estimating dynamically evolving relationships between age, length and maturity, the latter recorded on an ordinal scale. the methodology builds from nonparametric mixture modeling for the joint stochastic mechanism of covariates and latent continuous responses. this approach yields highly flexible inference for ordinal regression functions while at the same time avoiding the computational challenges of parametric models. a novel dependent dirichlet process prior for time-dependent mixing distributions extends the model to the dynamic setting. the methodology is used for a detailed study of relationships between maturity, age, and length for chilipepper rockfish, using data collected over 15 years along the coast of california.","","2015-07-05","","['maria deyoreo', 'athanasios kottas']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"1174",1507.01825,"comparing biomarkers as trial level general surrogates","stat.me","an intermediate response measure that accurately predicts efficacy in a new setting can reduce trial cost and time to product licensure. in this paper, we define a trial level general surrogate as a trial level intermediate response that accurately predicts trial level clinical responses. methods for evaluating trial level general surrogates have been developed previously. many methods in the literature use trial level intermediate responses for prediction. however, all existing methods focus on surrogate evaluation and prediction in new settings, rather than comparison of candidate trial level surrogates, and few formalize the use of cross validation to quantify the expected prediction error. our proposed method uses bayesian non-parametric modeling and cross-validation to estimate the absolute prediction error for use in evaluating and comparing candidate trial level general surrogates. simulations show that our method performs well across a variety of scenarios. we use our method to evaluate and to compare candidate trial level general surrogates in several multi-national trials of a pentavalent rotavirus vaccine. we identify two immune measures that have potential value as trial level general surrogates and use the measures to predict efficacy in a trial with no clinical outcomes measured.","","2015-07-07","","['erin e. gabriel', 'michael j. daniels', 'm. elizabeth halloran']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
